# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001//HW_Wk6/sacCer3.sgd.gtf" "-o" "featCounts_Gierlinski_genes.txt" "-t" "exon" "-g" "gene_id" "-f" "--minOverlap" "3" "--primary" "--tmpDir" "/scratchLocal" "/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/frd2007/ANGSD_2019/alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/frd2007/ANGSD_2019/alignment/WT_5_Aligned.sortedByCoord.out.bam
YER002W	chrV	156803	157498	+	696	1226	775	948	1248	704	532	1345	858	1165	1358
YER003C	chrV	157736	158994	-	1259	1859	1432	1503	1900	1153	786	1309	1044	1660	1197
YER003C	chrV	159088	159118	-	31	6	6	3	3	4	3	10	5	8	9
YER004W	chrV	159580	160275	+	696	3194	2831	2442	2872	2124	1085	1229	1138	1820	1168
YER005W	chrV	160550	162442	+	1893	694	612	615	688	501	386	670	439	636	649
YER006W	chrV	162723	164285	+	1563	1226	963	1085	1381	736	674	1699	934	1351	1853
YER006C-A	chrV	164344	164661	-	318	14	6	5	18	3	6	17	7	16	25
YER007W	chrV	164527	166083	+	1557	138	102	103	131	80	39	123	64	99	114
YER007C-A	chrV	166237	166771	-	535	1252	944	958	1269	874	554	952	710	1104	967
YER007C-A	chrV	166875	166885	-	11	2	1	0	4	0	0	2	1	1	0
YER008C	chrV	167808	171818	-	4011	1737	1349	1332	1919	1030	687	1016	746	1190	947
YER009W	chrV	172115	172492	+	378	3425	2873	2655	3437	2472	1667	2619	2256	3741	2828
YER010C	chrV	172634	173338	-	705	962	761	694	962	649	343	473	406	600	399
YER011W	chrV	175248	176012	+	765	161	196	184	207	131	1533	2383	1567	2018	2766
YER012W	chrV	177835	178431	+	597	2790	2284	2049	2961	1903	1277	1738	1566	2244	1640
YER013W	chrV	178841	182278	+	3438	675	556	561	727	405	211	388	270	416	394
YER014W	chrV	182600	184219	+	1620	538	401	444	579	289	190	280	228	358	282
YER014C-A	chrV	183731	184169	-	439	0	0	0	0	0	0	0	0	0	0
YER014C-A	chrV	184678	184700	-	23	0	0	0	0	0	0	0	0	0	0
YER015W	chrV	184541	186775	+	2235	396	226	230	319	186	203	247	249	435	206
YER016W	chrV	188277	189311	+	1035	1306	1110	1244	1564	859	704	755	576	972	806
YER017C	chrV	189503	191788	-	2286	2129	1503	1421	1958	1140	767	1177	922	1375	1186
YER018C	chrV	191959	192624	-	666	1160	939	827	1102	907	565	591	518	867	671
YER019W	chrV	192797	194230	+	1434	2112	1787	1524	2071	1304	1156	1079	977	1573	1148
YER019C-A	chrV	194273	194539	-	267	3411	2960	2754	3513	2817	1741	2101	1651	2764	2109
YER020W	chrV	195168	196517	+	1350	1960	1806	1771	1843	1510	1497	1469	1249	2532	1244
YER021W	chrV	196948	198519	+	1572	3069	2415	2433	3370	1822	1102	1926	1777	2374	1798
YER022W	chrV	198812	200875	+	2064	768	661	680	957	523	312	522	407	582	566
YER023W	chrV	201076	201936	+	861	3159	2781	2553	2962	2292	1670	1968	1690	2761	2067
YER023C-A	chrV	201522	201734	-	213	0	0	0	0	0	0	0	0	0	0
YER024W	chrV	202192	204963	+	2772	934	557	464	802	393	236	323	246	389	281
YER025W	chrV	205251	206834	+	1584	2963	2684	2734	3413	1725	2137	3075	2122	3114	3142
YER026C	chrV	207644	208474	-	831	3242	1918	2007	3099	1502	1286	1867	1867	2496	1795
YER027C	chrV	208979	210232	-	1254	1200	1084	930	1275	833	728	782	717	1101	792
YER028C	chrV	210692	211876	-	1185	772	549	462	719	383	253	760	461	569	692
YER029C	chrV	212587	213177	-	591	1017	657	668	1088	572	275	606	484	606	575
YER030W	chrV	213437	213898	+	462	1605	1155	1478	1896	1001	481	737	775	980	749
YER031C	chrV	214076	214747	-	672	2690	2165	1995	2738	1743	1378	1727	1502	2302	1824
YER032W	chrV	215063	217693	+	2631	494	343	280	450	261	135	282	208	246	317
YER033C	chrV	218057	221287	-	3231	513	405	448	537	284	237	308	268	436	255
YER034W	chrV	221846	222403	+	558	365	309	301	416	273	179	231	192	290	217
YER035W	chrV	222639	223076	+	438	842	625	585	877	517	361	548	503	803	518
YER036C	chrV	223367	225199	-	1833	4935	3705	3894	4847	2948	2800	4932	3380	4774	5236
YER037W	chrV	225889	226854	+	966	243	193	196	302	174	391	604	645	807	421
YER038C	chrV	226858	228252	-	1395	141	80	92	119	70	57	142	136	164	127
YER038W-A	chrV	228451	228831	+	381	1	0	0	1	1	0	1	0	0	1
YER039C	chrV	228456	229205	-	750	143	139	103	134	89	61	50	56	98	41
YER039C-A	chrV	229263	229481	-	219	87	71	48	60	43	42	46	29	54	30
YER040W	chrV	229795	231987	+	2193	759	573	571	766	475	378	355	288	516	328
YER041W	chrV	232461	234740	+	2280	528	429	455	602	387	181	281	238	343	259
YER042W	chrV	234937	235491	+	555	1063	799	794	1157	666	210	286	250	377	267
YER043C	chrV	235770	237119	-	1350	9218	6727	7061	7825	6044	6468	8534	6313	10962	10029
YER044C	chrV	237570	238016	-	447	730	633	567	778	591	562	839	827	1222	842
YER044C-A	chrV	238460	239623	-	1164	16	20	22	24	12	3	18	19	21	21
YER044C-A	chrV	239712	239774	-	63	0	0	0	1	2	0	1	4	2	1
YER045C	chrV	240032	241501	-	1470	846	643	601	879	477	387	610	495	749	550
YER046W	chrV	243180	243611	+	432	494	328	307	435	301	131	220	184	309	180
YER046W-A	chrV	243700	244029	+	330	9	2	3	17	4	0	3	3	3	1
YER047C	chrV	243810	246503	-	2694	1009	803	902	1152	654	305	494	306	497	422
YER048C	chrV	246982	248157	-	1176	2417	2131	2476	2970	1636	974	1221	1050	1768	1229
YER048W-A	chrV	250718	251002	+	285	657	483	415	688	402	222	369	364	476	368
YER049W	chrV	251728	253662	+	1935	966	874	893	1128	665	554	1331	708	1029	1394
YER050C	chrV	253971	254387	-	417	803	561	522	834	520	310	532	512	664	502
YER051W	chrV	254656	256134	+	1479	379	224	271	403	226	136	257	218	311	217
YER052C	chrV	256375	257958	-	1584	1795	1465	1399	1588	1232	1570	1663	1620	2557	1531
YER053C	chrV	258737	259639	-	903	1150	980	1089	1152	907	1569	1768	1793	2917	1741
YER053C-A	chrV	260933	261046	-	114	12	2	6	7	2	2	4	2	7	3
YER055C	chrV	264892	265785	-	894	2569	2420	2566	2859	2141	3134	3124	2941	5056	3176
YER056C	chrV	266512	268113	-	1602	1521	1470	1520	1510	1173	2608	2763	1840	4167	2478
YER056C-A	chrV	269423	269751	-	329	4473	3585	3659	4619	3313	2650	4185	3085	5172	4077
YER056C-A	chrV	270149	270185	-	37	47	29	28	41	44	25	59	39	76	86
YER057C	chrV	270737	271126	-	390	2340	2145	1782	2415	1886	1290	1606	1332	2257	1594
YER058W	chrV	271768	272091	+	324	453	380	334	460	324	225	223	232	404	247
YER059W	chrV	272624	273886	+	1263	1164	834	811	1138	688	405	684	563	847	587
YER060W	chrV	274567	276153	+	1587	710	589	588	789	480	411	523	416	768	519
YER060W-A	chrV	276572	278164	+	1593	124	113	126	130	72	99	115	78	149	112
YER061C	chrV	278298	279626	-	1329	432	466	451	427	401	382	308	275	628	301
YER062C	chrV	279930	280682	-	753	1739	1554	1502	1688	1292	1477	1103	1379	2353	933
YER063W	chrV	281710	282366	+	657	1995	1336	1680	2070	1241	543	914	911	1159	777
YER064C	chrV	282705	284222	-	1518	1678	1319	1245	1369	1140	1450	1511	1519	2621	1575
YER065C	chrV	285241	286914	-	1674	1511	1027	875	1282	800	523	713	639	955	713
YER066W	chrV	290242	290799	+	558	335	241	236	318	215	127	189	183	269	189
YER066C-A	chrV	291703	292203	-	501	294	168	115	258	119	163	311	388	513	251
YER067W	chrV	292066	292551	+	486	0	0	0	0	0	0	0	0	0	0
YER067C-A	chrV	292240	292563	-	324	41	23	19	20	18	46	71	87	146	54
YER068W	chrV	293050	294813	+	1764	1340	978	941	1368	793	570	818	628	1022	843
YER068C-A	chrV	295301	295732	-	432	3	2	3	6	0	1	1	2	2	1
YER069W	chrV	295410	298001	+	2592	753	689	769	772	661	456	264	311	541	294
YER070W	chrV	298950	301616	+	2667	754	631	665	767	550	700	999	624	807	1211
YER071C	chrV	301947	302327	-	381	227	150	162	242	146	61	128	134	198	116
YER072W	chrV	302806	303195	+	390	2091	1848	1775	2229	1559	2633	3149	2850	4337	3142
YER073W	chrV	304030	305592	+	1563	3583	3451	3741	3367	2674	3634	3075	3303	5418	2647
YER074W	chrV	306323	306325	+	3	0	2	0	3	1	2	5	0	1	5
YER074W	chrV	306792	307196	+	405	7807	7125	7229	8889	5846	4700	6887	5090	8609	7268
YER074W-A	chrV	307653	307746	+	94	223	177	120	207	142	52	128	116	146	115
YER074W-A	chrV	307849	307956	+	108	220	198	194	272	161	68	122	104	166	102
YER074W-A	chrV	308068	308123	+	56	149	82	71	155	105	23	71	60	93	82
YER075C	chrV	308413	311199	-	2787	288	156	203	248	153	105	311	168	201	339
YER076C	chrV	312590	313498	-	909	381	359	316	355	307	240	237	226	392	261
YER076W-A	chrV	313390	313737	+	348	38	22	27	34	13	14	30	26	34	21
YER077C	chrV	314534	316600	-	2067	480	359	393	534	311	190	388	320	369	430
YER078C	chrV	316807	318342	-	1536	956	730	678	982	581	343	495	404	626	518
YER078W-A	chrV	318646	318810	+	165	22	7	5	12	6	2	6	6	1	3
YER079W	chrV	318920	319552	+	633	1297	1035	874	1352	846	289	538	518	692	448
YER079C-A	chrV	319902	320240	-	339	1	0	0	0	0	0	0	1	0	1
YER080W	chrV	319963	321846	+	1884	1764	1408	1443	1904	1121	596	890	793	1177	848
YER081W	chrV	322686	324095	+	1410	10583	10329	10583	10664	8572	610	840	690	953	987
YER082C	chrV	324272	325936	-	1665	481	350	401	519	274	347	669	334	496	760
YER083C	chrV	326174	327031	-	858	1650	1325	1112	1664	1184	714	875	740	1171	868
YER084W	chrV	327065	327451	+	387	102	70	52	110	63	22	27	14	34	29
YER084W-A	chrV	327598	328110	+	513	4	5	1	1	3	4	1	3	1	2
YER085C	chrV	327619	328140	-	522	1	0	0	0	1	0	0	0	1	0
YER086W	chrV	328477	330207	+	1731	3084	2516	2610	2955	2002	1804	2518	1821	3041	2536
YER087W	chrV	330576	332306	+	1731	243	190	176	239	156	131	160	109	197	158
YER087C-A	chrV	331817	332368	-	552	26	24	12	25	14	11	16	18	25	15
YER087C-B	chrV	332582	332830	-	249	1073	848	868	1149	804	398	831	683	887	750
YER088C	chrV	333176	335188	-	2013	6323	6254	5175	7015	4330	2739	2960	2483	4381	2773
YER088C-A	chrV	335696	336019	-	324	116	114	138	178	97	81	80	72	101	101
YER088W-B	chrV	335927	336073	+	147	0	0	0	0	0	0	0	0	0	0
YER089C	chrV	335946	337340	-	1395	2091	2027	1989	2336	1413	1540	1257	1113	1813	1369
YER090W	chrV	337949	339472	+	1524	2242	2104	2156	2590	1810	1264	1463	1163	1990	1529
YER090C-A	chrV	338322	338411	-	90	0	0	0	0	0	0	0	0	0	0
YER091C	chrV	339864	342167	-	2304	9279	7718	8229	8701	6647	4744	1659	1989	5107	1671
YER091C-A	chrV	342390	342611	-	222	1	4	2	4	5	0	1	1	1	1
YER092W	chrV	342855	343232	+	378	764	669	656	680	614	258	355	317	504	378
YER093C	chrV	343320	347612	-	4293	720	605	687	811	425	302	529	374	575	509
YER093C-A	chrV	347912	348201	-	290	263	182	174	241	149	80	114	111	195	113
YER093C-A	chrV	348277	348400	-	124	45	24	22	52	17	11	25	24	28	22
YER094C	chrV	348729	349346	-	618	4218	3682	3886	4078	2782	2431	2259	2186	3512	2353
YER095W	chrV	349980	351182	+	1203	2063	1645	1689	1954	1275	909	768	775	1157	741
YER096W	chrV	351698	353236	+	1539	74	76	58	90	51	25	33	27	42	34
YER097W	chrV	355140	355469	+	330	12	4	5	27	7	2	13	7	17	7
YER098W	chrV	355466	357730	+	2265	875	669	751	927	504	303	420	393	573	362
YER099C	chrV	358105	359061	-	957	964	771	767	975	613	492	707	582	818	772
YER100W	chrV	359562	360314	+	753	1117	749	897	1121	744	477	894	730	973	865
YER101C	chrV	360502	361794	-	1293	262	212	220	275	178	114	188	155	236	153
YER102W	chrV	363100	363702	+	603	2924	2219	2126	3285	1909	1597	3268	2341	3331	3146
YER103W	chrV	364589	366517	+	1929	680	516	548	664	377	368	466	412	706	428
YER104W	chrV	366802	367428	+	627	183	142	150	184	131	62	91	89	143	109
YER105C	chrV	367838	372013	-	4176	1191	992	1082	1339	698	549	1008	803	1075	990
YER106W	chrV	372326	373234	+	909	9	7	12	10	4	8	7	5	11	7
YER107C	chrV	373448	374545	-	1098	1201	938	817	1145	711	604	870	638	953	865
YER107W-A	chrV	374394	374714	+	321	50	43	35	54	33	28	59	39	48	53
YER109C	chrV	375215	377614	-	2400	815	576	624	830	494	278	437	316	478	471
YER110C	chrV	378762	382103	-	3342	1857	1553	1622	2016	1123	1153	2618	1515	2357	2814
YER111C	chrV	382595	385876	-	3282	622	450	476	816	339	166	248	212	310	217
YER112W	chrV	387232	387795	+	564	1214	851	618	1371	784	455	871	639	968	791
YER113C	chrV	387932	390052	-	2121	754	536	543	748	417	312	556	422	629	466
YER115C	chrV	394292	394867	-	576	459	333	409	472	314	184	348	267	424	315
YER116C	chrV	395348	396172	-	825	552	464	434	532	363	284	340	265	409	337
YER117W	chrV	396769	396810	+	42	119	88	79	138	126	53	168	135	176	187
YER117W	chrV	397282	397653	+	372	8452	7069	7425	8836	6122	4704	7352	5338	9042	7637
YER118C	chrV	397952	399055	-	1104	1023	858	831	1135	738	411	726	506	815	722
YER119C	chrV	399496	400842	-	1347	1483	1241	1074	1461	997	647	598	589	1044	482
YER119C-A	chrV	400867	401238	-	372	15	21	18	19	16	9	11	15	14	12
YER120W	chrV	401135	401869	+	735	3055	2443	2813	3137	1893	1459	1806	1585	2309	1707
YER121W	chrV	402375	402719	+	345	210	144	103	176	125	98	86	112	157	71
YER122C	chrV	402871	404352	-	1482	2260	1748	1874	2482	1371	1129	1973	1592	2080	1959
YER123W	chrV	404813	406387	+	1575	699	503	519	695	383	296	559	397	565	532
YER124C	chrV	407342	409063	-	1722	432	426	407	454	249	728	1114	939	1347	945
YER125W	chrV	410189	412618	+	2430	2515	1701	2179	2508	1414	1422	1823	1527	2198	1596
YER126C	chrV	413394	414179	-	786	544	455	590	705	407	390	976	504	735	1106
YER127W	chrV	414481	415554	+	1074	190	145	181	211	164	169	389	173	263	415
YER128W	chrV	415859	416470	+	612	103	76	89	89	86	40	86	52	80	65
YER129W	chrV	417281	420709	+	3429	1309	1041	1026	1402	781	566	893	661	946	971
YER130C	chrV	421115	422446	-	1332	650	472	481	675	400	348	708	457	713	596
YER131W	chrV	423952	424311	+	360	7946	6088	6630	8000	5429	5341	9084	6378	10033	9502
YER132C	chrV	425188	430449	-	5262	523	359	418	548	331	221	445	293	423	447
YER133W	chrV	432495	432671	+	177	554	454	374	606	311	259	447	321	470	418
YER133W	chrV	433197	433958	+	762	2594	1791	2082	2875	1355	739	1699	1418	1996	1565
YER133W-A	chrV	437191	437532	+	342	63	52	40	63	42	32	39	45	77	35
YER134C	chrV	437267	437803	-	537	252	199	184	230	195	144	196	138	263	173
YER135C	chrV	437952	438344	-	393	15	7	9	15	12	4	6	12	16	16
YER136W	chrV	439616	440971	+	1356	4249	3128	3143	4752	2386	1605	2252	1983	2857	2074
YER137C	chrV	441373	441819	-	447	32	36	39	44	23	9	33	16	20	24
YER137W-A	chrV	441575	441880	+	306	1	2	0	0	2	0	0	0	0	0
YER138C	chrV	443756	447721	-	3966	0	0	0	0	0	0	0	0	0	0
YER138C	chrV	447723	449024	-	1302	0	0	0	0	0	0	0	0	0	0
YER137C-A	chrV	447702	449024	-	1323	0	0	0	0	0	0	0	0	0	0
YER138W-A	chrV	449474	449578	+	105	3	2	3	9	4	8	23	23	39	27
YER139C	chrV	450563	451243	-	681	215	169	178	223	103	76	122	91	164	117
YER140W	chrV	451565	453235	+	1671	509	432	436	565	331	174	385	243	369	381
YER141W	chrV	453459	454919	+	1461	1828	1461	1409	2036	1045	961	1254	1111	1648	1180
YER142C	chrV	455146	456036	-	891	704	479	508	833	374	191	307	373	453	256
YER143W	chrV	456319	457605	+	1287	1262	1101	1001	1283	844	676	856	856	1148	696
YER144C	chrV	457806	460223	-	2418	1186	1221	1137	1426	849	574	1004	665	1219	813
YER145C	chrV	460526	461740	-	1215	4993	4371	4660	5151	3737	1518	2956	2022	2540	2822
YER145C-A	chrV	462386	462823	-	438	33	6	15	19	19	12	14	16	20	18
YER146W	chrV	462585	462866	+	282	164	133	138	161	110	41	75	56	80	68
YER147C	chrV	462968	464842	-	1875	703	617	574	697	419	302	371	290	406	389
YER147C-A	chrV	465203	465613	-	411	120	88	96	150	83	46	119	88	136	122
YER148W	chrV	465303	466025	+	723	796	610	687	992	511	269	675	504	705	630
YER148W-A	chrV	466185	466763	+	579	5	1	0	4	4	0	2	4	5	4
YER149C	chrV	466208	467470	-	1263	108	111	89	99	67	51	94	53	104	100
YER150W	chrV	468370	468816	+	447	665	540	438	583	435	1135	664	663	2286	621
YER151C	chrV	469686	472424	-	2739	1106	845	1024	1238	739	525	988	677	973	1057
YER152C	chrV	472657	473988	-	1332	1614	1600	1610	1714	1189	895	676	579	1192	693
YER152W-A	chrV	473485	474051	+	567	1	3	9	1	1	1	1	1	2	1
YER153C	chrV	474041	474805	-	765	215	195	182	195	108	148	130	78	176	132
YER154W	chrV	475020	476228	+	1209	1470	1062	1037	1475	895	715	932	785	1233	808
YER155C	chrV	476345	482848	-	6504	2268	1853	2019	2585	1429	917	1622	1288	1723	1436
YER156C	chrV	483325	484341	-	1017	1670	1274	1282	1650	989	1089	1859	1323	1830	2025
YER157W	chrV	484788	487193	+	2406	560	386	364	525	295	156	408	252	378	346
YER158C	chrV	488857	490578	-	1722	627	457	433	633	365	195	466	293	411	402
YER158W-A	chrV	491487	491702	+	216	48	30	29	54	50	22	43	35	62	34
YER159C	chrV	491530	491958	-	429	637	488	497	775	471	476	552	487	863	579
YER160C	chrV	492856	496821	-	3966	0	0	0	0	0	1	0	0	0	0
YER160C	chrV	496823	498124	-	1302	0	0	0	0	0	0	0	0	0	0
YER159C-A	chrV	496802	498124	-	1323	0	0	0	0	0	0	0	0	0	0
YER161C	chrV	499347	500348	-	1002	1188	933	1128	1403	778	494	928	693	887	922
YER162C	chrV	500630	502894	-	2265	1102	881	895	1246	643	413	526	442	728	514
YER163C	chrV	503084	503782	-	699	1104	996	910	1107	798	586	504	552	805	468
YER164W	chrV	505392	509798	+	4407	1704	1270	1380	1981	938	683	1016	793	1183	1001
YER165W	chrV	510373	512106	+	1734	6217	5129	5484	6714	4129	3898	5851	4023	6509	5856
YER165C-A	chrV	512627	512983	-	357	10	3	1	8	0	1	4	3	5	4
YER166W	chrV	512744	517459	+	4716	2113	1807	1852	2295	1472	1146	1302	1142	1698	1306
YER167W	chrV	518216	520771	+	2556	1457	1095	994	1357	817	550	849	643	972	776
YER168C	chrV	521029	522669	-	1641	549	359	412	573	349	207	410	300	426	432
YER170W	chrV	525974	526651	+	678	338	238	232	336	210	153	165	171	259	148
YER171W	chrV	527082	529418	+	2337	540	408	481	567	371	266	647	447	466	577
YER172C	chrV	529530	536021	-	6492	972	795	834	1105	625	459	936	636	924	920
YER172C-A	chrV	536275	536655	-	381	0	0	0	0	0	0	0	0	0	0
YER173W	chrV	536300	538279	+	1980	394	274	318	408	268	130	236	185	260	265
YER174C	chrV	538434	539168	-	735	667	451	492	659	364	322	488	483	732	479
YER175C	chrV	539464	540363	-	900	352	261	321	344	224	187	218	216	375	182
YER175W-A	chrV	540650	540814	+	165	21	17	17	15	19	3	29	12	29	12
YER176W	chrV	541690	545055	+	3366	1275	1022	1108	1277	847	530	880	699	1033	827
YER177W	chrV	545611	546414	+	804	13641	12244	12556	14248	9560	7485	8066	7475	12648	7624
YER178W	chrV	546817	548079	+	1263	7782	6949	6756	7960	5111	3620	3999	3654	5621	3816
YER179W	chrV	548421	548552	+	132	12	11	6	21	5	3	11	13	5	10
YER179W	chrV	548645	549517	+	873	261	198	151	253	162	109	135	139	204	120
YER180C	chrV	549724	550527	-	804	391	247	268	415	230	128	259	239	310	250
YER180C-A	chrV	550865	551122	-	258	71	53	68	72	38	40	82	52	82	79
YER181C	chrV	551473	551796	-	324	6	6	4	2	11	5	12	5	5	5
YER182W	chrV	552525	553259	+	735	572	414	361	528	303	277	431	415	545	386
YER183C	chrV	553334	553969	-	636	574	424	427	562	351	218	356	304	455	304
YER184C	chrV	556296	558680	-	2385	262	299	294	280	192	178	186	149	355	185
YER185W	chrV	559454	560365	+	912	79	37	52	77	34	25	42	30	71	30
YER186C	chrV	561705	562625	-	921	606	450	455	658	356	265	461	373	581	443
YER187W	chrV	566230	566655	+	426	322	202	193	297	194	93	101	81	135	152
YER188W	chrV	568040	568759	+	720	221	205	174	182	168	113	124	84	176	152
YER188C-A	chrV	569608	569907	-	300	17	21	9	24	12	7	5	7	15	10
YER189W	chrV	571155	571523	+	369	0	0	0	0	0	0	0	0	0	0
YER190W	chrV	571480	576525	+	5046	5	4	3	5	0	6	1	1	6	4
YER190C-A	chrV	574804	575379	-	576	0	0	0	0	0	0	0	0	0	0
YER190C-B	chrV	575680	576162	-	483	0	0	0	0	0	0	0	0	0	0
YJL091C	chrX	261080	262552	-	1473	429	341	355	468	271	163	284	266	362	249
YJL026W	chrX	392404	393603	+	1200	2328	2089	2116	2445	1477	1609	1991	1690	2728	1889
YJL026C-A	chrX	393066	393287	-	222	0	0	0	0	0	0	0	0	0	0
YJR125C	chrX	654737	655963	-	1227	1961	1738	1574	2079	1314	1103	1082	1092	1763	992
YJL225C	chrX	466	4581	-	4116	0	0	0	0	0	0	0	0	0	0
YJL225C	chrX	4970	6130	-	1161	0	0	0	0	0	0	0	0	0	0
YJL225W-A	chrX	829	1311	+	483	0	0	0	0	0	0	0	0	0	0
YJL223C	chrX	8776	9138	-	363	0	0	0	0	0	0	0	0	0	0
YJL222W-B	chrX	9346	9483	+	138	0	0	0	0	0	0	0	0	0	0
YJL222W-A	chrX	9452	9679	+	228	0	0	0	0	0	0	0	0	0	0
YJL222W	chrX	11475	16124	+	4650	37	31	35	47	34	17	15	19	25	22
YJL221C	chrX	16767	18536	-	1770	0	0	0	0	0	0	0	0	0	0
YJL220W	chrX	18243	18695	+	453	0	0	0	0	0	0	0	0	0	0
YJL219W	chrX	19497	21200	+	1704	83	64	65	77	45	15	28	18	21	12
YJL218W	chrX	21973	22563	+	591	474	412	384	504	322	137	212	200	301	176
YJL217W	chrX	23133	23729	+	597	1989	1707	1549	1865	1299	1230	1296	1496	2554	1115
YJL216C	chrX	24341	26086	-	1746	249	186	190	233	148	89	164	150	216	155
YJL215C	chrX	26412	26771	-	360	22	16	16	27	20	6	13	13	19	11
YJL214W	chrX	26887	28596	+	1710	108	96	74	92	65	49	78	68	103	86
YJL213W	chrX	32163	33158	+	996	399	316	336	424	263	306	476	365	626	354
YJL212C	chrX	33850	36249	-	2400	717	594	624	756	466	622	852	511	705	745
YJL211C	chrX	36757	37200	-	444	106	123	89	131	92	35	31	32	42	36
YJL210W	chrX	36919	37734	+	816	1216	862	956	1119	794	359	424	435	658	379
YJL209W	chrX	38005	39969	+	1965	419	305	273	385	259	147	319	218	304	303
YJL208C	chrX	40194	41183	-	990	155	130	106	163	120	85	244	122	178	261
YJL207C	chrX	41389	47433	-	6045	777	530	589	837	460	282	663	463	629	596
YJL206C	chrX	47659	49935	-	2277	352	230	220	349	190	122	237	183	255	223
YJL205C	chrX	50139	50268	-	130	112	107	113	158	99	58	90	63	122	83
YJL205C	chrX	50412	50443	-	32	14	19	6	13	10	8	10	13	9	6
YJL204C	chrX	50629	53151	-	2523	402	300	308	408	241	148	277	235	307	258
YJL203W	chrX	53341	54183	+	843	224	169	165	207	148	78	157	148	166	157
YJL202C	chrX	53943	54290	-	348	21	24	26	47	21	11	19	18	31	25
YJL201W	chrX	54379	56178	+	1800	580	430	430	597	339	222	393	326	417	371
YJL200C	chrX	56444	58813	-	2370	464	358	422	458	252	498	865	505	799	852
YJL199C	chrX	59856	60182	-	327	296	241	207	296	164	102	107	127	186	124
YJL198W	chrX	60844	63489	+	2646	2087	1769	1692	2263	1200	880	1620	1051	1357	1655
YJL197W	chrX	63805	67569	+	3765	1067	748	921	1178	618	476	849	643	892	791
YJL197C-A	chrX	65805	66086	-	282	0	0	0	0	0	0	0	0	0	0
YJL196C	chrX	67850	68782	-	933	3609	2849	2613	3348	2201	1500	2312	1888	2687	2505
YJL195C	chrX	69241	69942	-	702	5	0	1	0	0	0	1	0	1	0
YJL194W	chrX	69338	70879	+	1542	133	94	103	150	86	24	56	42	50	55
YJL193W	chrX	71366	72574	+	1209	267	186	175	245	150	98	249	140	217	225
YJL192C	chrX	72710	73414	-	705	1555	1239	1165	1708	1015	526	960	783	1122	882
YJL191W	chrX	73787	73796	+	10	10	13	6	10	6	5	17	11	15	20
YJL191W	chrX	74205	74611	+	407	1477	1419	1468	1557	1285	938	1403	954	1599	1511
YJL190C	chrX	74910	75302	-	393	10453	9719	8222	11312	8039	7571	11760	8127	13705	13201
YJL189W	chrX	75933	75938	+	6	12	3	3	11	3	3	4	4	4	6
YJL189W	chrX	76325	76474	+	150	0	0	0	0	0	0	0	0	0	0
YJL188C	chrX	76202	76510	-	309	1858	1484	1167	1666	1310	653	1450	1108	1609	1705
YJL187C	chrX	76803	79262	-	2460	808	587	636	872	465	312	462	361	546	381
YJL186W	chrX	80155	81915	+	1761	1255	1072	1049	1440	713	666	872	755	1035	912
YJL185C	chrX	82095	82976	-	882	313	229	190	296	186	84	150	144	188	119
YJL184W	chrX	83448	83819	+	372	722	635	578	759	542	387	433	341	597	472
YJL183W	chrX	84068	85336	+	1269	1070	819	831	1034	681	498	772	536	820	719
YJL182C	chrX	85435	85752	-	318	2	0	1	2	0	0	1	1	0	1
YJL181W	chrX	85660	87495	+	1836	531	393	372	542	380	138	267	158	308	244
YJL180C	chrX	87583	88560	-	978	529	375	386	530	324	210	381	341	425	363
YJL179W	chrX	88787	89116	+	330	257	204	190	286	178	104	204	157	293	214
